base_seg_id	source	target	score	severity	ht	auto_rank	bleu	chrf	ter	comet_ref	comet_qe
_EN_DE_003752-01	While I welcome the Commissioner 's statement, I regret the fact that the Commission 's work has not been more balanced recognising, for example, that there is a dark side to globalisation, too and has not been more ambitious.	Wenngleich ich die Erklärung des Kommissionsmitglieds begrüße, bedauere ich, dass die Arbeit der Kommission nicht ausgewogener gewesen ist indem sie zu dem Beispiel berücksichtigt, dass die Globalisierung auch ihre Schattenseiten hat und dass sie ihre Ziele nicht weiter gesteckt hat. [MISSING]			Wenngleich ich die Erklärung des Kommissionsmitglieds begrüße, bedauere ich, dass die Arbeit der Kommission nicht ausgewogener gewesen ist indem sie zu dem Beispiel berücksichtigt, dass die Globalisierung auch ihre Schattenseiten hat und dass sie ihre Ziele nicht weiter gesteckt hat.	human	31.454956288315557	59.60502518096625	55.00000000000001	0.8302996754646301	0.8672263026237488
_EN_DE_003752-02	Why did the Commission not take up Mr Verhofstadt 's suggestion that we should have a G8 not based on wealth and composed of the richest nations, but based on population and composed of the world 's major regional bodies, thereby involving the African Union, Mercosur, the South Asian Area of Regional Cooperation (SAARC) and so on?	Warum hat die Kommission denn den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, wonach das Kriterium für die Zugehörigkeit zu der G8 nicht der Reichtum sein sollte und ihr nicht nur die wohlhabendsten Staaten angehören sollten, sondern vielmehr das Kriterium der Bevölkerungszahl gilt und die größten regionalen Vereinigungen der Welt vertreten wären, so unter anderem die Afrikanische Union, Mercosur, die Südasiatische Vereinigung für Regionale Zusammenarbeit (SAARC) und andere? [MISSING]			Warum hat die Kommission denn den Vorschlag von Herrn Verhofstadt nicht aufgegriffen, wonach das Kriterium für die Zugehörigkeit zu der G8 nicht der Reichtum sein sollte und ihr nicht nur die wohlhabendsten Staaten angehören sollten, sondern vielmehr das Kriterium der Bevölkerungszahl gilt und die größten regionalen Vereinigungen der Welt vertreten wären, so unter anderem die Afrikanische Union, Mercosur, die Südasiatische Vereinigung für Regionale Zusammenarbeit (SAARC) und andere?	human	28.06366227526036	59.26668909034666	58.2089552238806	0.814453661441803	0.8452455401420593
_EN_DE_003752-03	Globalism has led to a world of interconnected communities.	Die Globalisierung hat zu einer Welt der miteinander verbundenen Gemeinschaften geführt. [MISSING]			Die Globalisierung hat zu einer Welt der miteinander verbundenen Gemeinschaften geführt.	human	55.097857671324185	89.10863013820035	18.181818181818183	0.9580699801445008	0.872221052646637
_EN_DE_003752-04	Technology and language learning have transformed our ability to communicate.	Die moderne Technik und das Erlernen von Fremdsprachen haben unsere Kommunikationsfähigkeiten verändert. [MISSING]			Die moderne Technik und das Erlernen von Fremdsprachen haben unsere Kommunikationsfähigkeiten verändert.	human	8.840282257465129	61.01335718750017	66.66666666666666	0.9179750084877014	0.8802394270896912
_EN_DE_003752-05	Trade and investment have changed our economic perspectives and vastly increased our wealth.	Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Reichtum beträchtlich erhöht. [MISSING]			Handel und Investitionen haben unsere wirtschaftlichen Perspektiven verändert und unseren Reichtum beträchtlich erhöht.	human	69.30977286178778	76.94677245770194	23.07692307692308	0.9439218640327454	0.8830912113189697
_EN_DE_003752-06	Travel has opened up new horizons and new opportunities for human contact.	Das Reisen hat neue Horizonte und neue Möglichkeiten für zwischenmenschliche Kontakte eröffnet. [MISSING]			Das Reisen hat unseren Horizont erweitert und neue Möglichkeiten zu persönlichen Kontakten geschaffen.	best	18.61028050495244	54.51022821206853	53.84615384615385	0.9147027134895324	0.8675731420516968
_EN_DE_003752-07	And yet all this has not come without a cost, because criminals have organised themselves into global networks; humankind 's damage to our natural environment threatens the future viability of life on our planet; and powerlessness and alienation are restricting opportunities for far too many to develop their own abilities and to improve the lot of themselves and their families.	Und doch hat all dies seinen Preis, denn Kriminelle haben sich zu globalen Netzwerken zusammengeschlossen; die von den Menschen verursachten Schäden an unserer natürlichen Umwelt bedrohen die Zukunftsfähigkeit des Lebens auf unserem Planeten; und Machtlosigkeit und Entfremdung schränken die Möglichkeiten viel zu vieler Menschen ein, ihre eigenen Fähigkeiten zu entwickeln und ihr Schicksal und das ihrer Familien zu verbessern. [MISSING]			Dennoch sind damit auch Nachteile verbunden, da sich Kriminelle in globalen Netzwerken organisieren konnten, die Zerstörung der Umwelt durch den Menschen künftiges Leben auf unserem Planeten gefährdet, und Machtlosigkeit und Verfremdung zu viele Menschen in ihren Möglichkeiten einschränken, als dass sie ihre Fähigkeiten entwickeln und ihre Lebenssituation bzw. die ihrer Familien verbessern könnten.	best	6.190867264354499	55.13481156314567	83.01886792452831	0.841023325920105	0.8754785060882568
_EN_DE_003752-08	History, Mr President, suggests that if the world were truly a global village, many more would be shocked by the misery of the poor.	Die Geschichte, Herr Präsident, zeigt, dass, wenn die Welt wirklich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären. [MISSING]			Die Geschichte zeigt, Herr Präsident, dass, wenn die Welt inzwischen tatsächlich ein globales Dorf wäre, viel mehr Menschen über das Elend der Armen schockiert wären.	best	77.55931722836468	84.06117400755605	16.0	0.9217109084129332	0.8772261142730713
_EN_DE_003752-09	Of 6 billion human beings, half are living on less than EUR 2 per day and 800 million are going to sleep hungry every night.	Von 6 Milliarden Menschen leben die Hälfte von weniger als 2 Euro pro Tag, und 800 Millionen gehen jeden Abend hungrig zu Bett. [MISSING]			Von den sechs Milliarden Menschen auf der Erde muss die Hälfte mit weniger als 2 EUR pro Tag auskommen und 800 Millionen gehen jeden Abend hungrig schlafen.	best	31.37099751661675	59.32173468390049	44.44444444444444	0.8874925971031189	0.881622850894928
_EN_DE_003752-10	I say, therefore, to our friends on the Right that yes, the market economy, if intelligently regulated, is the most powerful instrument known to mankind to lift people out of poverty.	Ich sage daher unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie intelligent reguliert wird, das mächtigste Instrument, das die Menschheit kennt, um Menschen aus der Armut zu befreien. [MISSING]			Daher sage ich zu unseren Freunden auf der rechten Seite: Ja, die Marktwirtschaft ist, wenn sie umsichtig reguliert wird, das mächtigste, der Menschheit bekannte Instrument, um Menschen von Armut zu befreien.	best	57.704995685438426	77.89404092981252	35.483870967741936	0.9089828729629515	0.8696286678314209
_EN_DE_003752-11	That we have not yet learned to use it properly, however, is shown by financial crises, by environmental degradation and by the continued spread of preventable disease.	Dass wir jedoch noch nicht gelernt haben, sie richtig einzusetzen, zeigen Finanzkrisen, Umweltzerstörung und die anhaltende Ausbreitung vermeidbarer Krankheiten. [MISSING]			Dennoch zeigen Finanzkrisen, Umweltverschmutzung und die unaufhörliche Ausbreitung verhütbarer Krankheiten, dass wir noch immer nicht gelernt haben, vernünftig damit umzugehen.	best	18.07626170943765	56.953383806735694	80.0	0.83329838514328	0.8733252286911011
_EN_DE_003752-12	Moreover, our failure to reach 0.7% of GDP in development aid is depriving the poor of EUR 100 billion per annum.	Darüber hinaus entgehen den Armen jährlich 100 Milliarden Euro, weil wir es nicht schaffen, 0,7 % des BIP für Entwicklungshilfe aufzuwenden. [MISSING]			Da wir es außerdem immer noch nicht geschafft, haben 0,7 % unseres BIP für Entwicklungshilfe ausgeben, enthalten wir den Armen jährlich 100 Mrd. EUR vor.	best	15.221391561059283	50.14771116702872	72.0	0.822732150554657	0.8727244138717651
_EN_DE_003752-13	I say to the Left that we need to reform our trade policies because aid and debt relief for developing countries without access to our markets can be nothing more than a palliative.	Der Linken sage ich, dass wir unsere Handelspolitik reformieren müssen, denn Hilfe und Schuldenerlass für Entwicklungsländer ohne Zugang zu unseren Märkten können nur ein Notbehelf sein. [MISSING]			Und der Linken sage ich, dass wir unsere Handelspolitik reformieren müssen, denn Entwicklungshilfe und Schuldenerlass für Entwicklungsländer können nichts weiter als ein Linderungsmittel sein, wenn ihnen der Zugang zu unseren Märkten verwehrt wird.	best	43.72869947843919	64.8078847488718	45.45454545454545	0.8666673302650452	0.8636660575866699
_EN_DE_003752-14	To the Greens I would say that access to scientific progress is also important.	Den Grünen möchte ich sagen, dass auch der Zugang zu wissenschaftlichem Fortschritt wichtig ist. [MISSING]			Den Grünen würde ich sagen, dass auch der Zugang zu wissenschaftlichem Fortschritt von Bedeutung ist.	best	62.62000881516391	77.35475883115292	20.0	0.9365550875663756	0.8702423572540283
_EN_DE_003752-15	It is the key to better nutrition, to improved health and life expectancy and to rising living standards.	Er ist der Schlüssel zu besserer Ernährung, besserer Gesundheit und Lebenserwartung sowie zu steigendem Lebensstandard. [MISSING]			Darin liegt nämlich der Schlüssel zu besserer Ernährung, verbessertem Gesundheitszustand und höherer Lebenserwartung.	best	31.18181497809656	60.88944072861042	76.92307692307693	0.8909289240837097	0.8718773126602173
_EN_DE_003752-16	We must not starve the developing world of the benefits of innovation.	Wir dürfen den Entwicklungsländern nicht die Vorteile der Innovation vorenthalten. [MISSING]			Wir dürfen den Entwicklungsländern nicht die Vorteile von Innovationen vorenthalten.	best	63.15552371794039	87.95310640657029	20.0	0.9586910605430604	0.869208574295044
_EN_DE_003752-17	The challenge to humankind is to establish effective instruments of international government.	Die Herausforderung für die Menschheit besteht darin, wirksame Instrumente der internationalen Regierungsführung zu schaffen. [MISSING]			Die Menschheit steht daher vor der großen Aufgabe, wirksame Instrumente für globales Regieren zu schaffen.	best	16.341839292734697	55.46524725628993	66.66666666666666	0.9180205464363098	0.8780910968780518
_EN_DE_003752-18	The United Nations, the international financial institutions, NATO, etc. have not succeeded as much as they should.	Die Vereinten Nationen, die internationalen Finanzinstitutionen, die NATO usw. haben nicht so viel erreicht, wie sie sollten. [MISSING]			Die Vereinten Nationen, die internationalen Finanzinstitutionen, die NATO usw. waren nicht so erfolgreich, wie sie es hätten sein sollen.	best	56.06234043070764	74.9673154499579	36.84210526315789	0.9205531477928162	0.8693419694900513
_EN_DE_003752-19	Yet, in the European Union we may have a model for wider global governance.	Doch in der Europäischen Union haben wir möglicherweise ein Modell für eine umfassendere globale Regierungsführung. [MISSING]			Die Europäische Union jedoch könnte als Vorbild für eine umfassende Global Governance dienen.	best	5.816635421147515	41.64442009506176	100.0	0.864639937877655	0.863971471786499
_EN_DE_003752-20	We need from our current leaders vision and commitment such as that shown by the founders of the Union.	Wir brauchen von unseren derzeitigen Führungskräften Visionen und Engagement, wie sie die Gründer der Union gezeigt haben. [MISSING]			Wir benötigen daher von unseren jetzigen Staats- und Regierungschefs Visionen und Engagement, so wie dies von den Gründungsvätern der Union gezeigt wurde.	best	16.87239226432273	47.851440369568245	54.54545454545454	0.8896130919456482	0.8629189729690552
_EN_DE_003752-21	It involves the self-confidence to engage with the world economic forum, the world social forum and others and the self-confidence to say to our friends in the United States that their legitimate sense of vulnerability after 11 September should not lead them in a unilateralist direction whether in matters relating to military or economic security, the environment or fighting crime.	Dazu gehört das Selbstbewusstsein, sich im Weltwirtschaftsforum, im Weltsozialforum und anderen Gremien zu engagieren, und das Selbstbewusstsein, unseren Freunden in den Vereinigten Staaten zu sagen, dass ihr berechtigtes Gefühl der Verletzlichkeit nach dem 11. September sie nicht in eine unilateralistische Richtung führen sollte, sei es in Fragen der militärischen oder wirtschaftlichen Sicherheit, der Umwelt oder der Verbrechensbekämpfung. [MISSING]			Dazu gehört genug Selbstbewusstsein, um mit dem Weltwirtschaftsforum, dem Weltsozialforum und anderen in Beziehung zu treten und genug Selbstbewusstsein, um unseren Freunden in den USA zu sagen, dass sie sich durch ihr berechtigtes Gefühl von Verletzlichkeit nach dem 11. September nicht in eine unilateralistische Richtung lenken lassen sollten, und zwar unabhängig davon, ob es sich um militärische oder wirtschaftliche Sicherheit, die Umwelt oder die Verbrechensbekämpfung handelt.	best	24.83691012109291	69.45179800350283	48.48484848484848	0.8548380732536316	0.8621933460235596
_EN_DE_003752-22	Global problems require global solutions.	Globale Probleme erfordern globale Lösungen. [MISSING]			Globale Probleme erfordern globale Lösungen.	best	100.00000000000004	100.0	0.0	0.987669050693512	0.88411545753479
_EN_DE_004321-01	In November last year the Committee on Legal Affairs and the Internal Market instigated a public hearing on timeshares and a number of my constituents were able to come and explain their experiences directly to that hearing.	Im November vergangenen Jahres wurde von dem Ausschuss für Recht und Binnenmarkt eine öffentliche Anhörung über das Thema Teilnutzungsrechte an Immobilien initiiert, an der mehrere Bürger aus meinem Wahlkreis teilnahmen, um direkt über ihre Erfahrungen zu berichten. [MISSING]			Im November vergangenen Jahres wurde von dem Ausschuss für Recht und Binnenmarkt eine öffentliche Anhörung über das Thema Teilnutzungsrechte an Immobilien initiiert, an der mehrere Bürger aus meinem Wahlkreis teilnahmen, um direkt über ihre Erfahrungen zu berichten.	human	21.862187998305597	51.617898011773576	56.75675675675676	0.8098966479301453	0.8513842821121216
_EN_DE_004321-02	I an dem very happy to say that many of the problems raised at the hearing, both in the oral presentations and the written dossier of evidence I submitted at the time, have been addressed.	Ich freue mich, dass ich sagen kann, dass viele der Probleme mittlerweile beseitigt werden konnten, die bei dieser Anhörung sowohl in den mündlichen Berichten als auch in dem schriftlichen Bericht, den ich damals vorgelegt hatte, angesprochen wurden. [MISSING]			Ich freue mich, dass ich sagen kann, dass viele der Probleme mittlerweile beseitigt werden konnten, die bei dieser Anhörung sowohl in den mündlichen Berichten als auch in dem schriftlichen Bericht, den ich damals vorgelegt hatte, angesprochen wurden.	human	20.45424697927289	59.12284081419747	54.054054054054056	0.8384542465209961	0.8465899229049683
_EN_DE_004321-03	A particular concern has been the increase in holiday club, or points club operations, which, by the very nature of their membership rules, take advantage of current legislation, which does not cover contracts of under three years.	Ein besonderes Problem ist die Zunahme der Zahl von Ferienklubs oder Punktesystemen, die durch die Art ihrer Mitgliedschaftsbestimmungen die bestehende Gesetzgebung ausnutzen, in der keine Regelungen für Verträge mit einer Laufzeit von unter drei Jahren vorgesehen sind. [MISSING]			Ein besonderes Problem ist die Zunahme der Zahl von Ferienklubs oder Punktesystemen, die durch die Art ihrer Mitgliedschaftsbestimmungen die bestehende Gesetzgebung ausnutzen, in der keine Regelungen für Verträge mit einer Laufzeit von unter drei Jahren vorgesehen sind.	human	16.642492823403224	55.42378146098821	54.054054054054056	0.8625954985618591	0.8354446887969971
_EN_DE_004321-04	I would therefore commend to the House the proposal to cover all contracts of this nature, thus shutting off the loophole that currently exists.	Ich möchte dem Haus daher den Vorschlag empfehlen, der die Erfassung aller derartigen Verträge vorsieht, um so das derzeit bestehende Schlupfloch zu schließen. [MISSING]			Ich möchte dem Haus daher den Vorschlag empfehlen, der die Erfassung aller derartigen Verträge vorsieht, um so das derzeit bestehende Schlupfloch zu schließen.	human	18.0961316852764	56.08670793847601	52.17391304347826	0.8228234648704529	0.8486744165420532
_EN_DE_004321-05	Furthermore, I an dem pleased to see that we have proposed that the handing over of credit card details be subject to the same cooling-off period as a deposit by any other means.	Darüber hinaus begrüße ich unseren Vorschlag, dass für die Bekanntgabe von Einzelheiten über die Kreditkarte dieselbe Abkühlungszeit gelten sollte wie für andere Anzahlungen. [MISSING]			Darüber hinaus begrüße ich unseren Vorschlag, dass für die Bekanntgabe von Einzelheiten über die Kreditkarte dieselbe Abkühlungszeit gelten sollte wie für andere Anzahlungen.	human	4.807547001959649	41.091657210067886	86.95652173913044	0.8126813769340515	0.8265198469161987
_EN_DE_004321-06	I have heard in surgeries in my own constituency of stories of innocent holidaymakers unwittingly giving timeshare touts their credit card details, only to find on their return from holiday that significant amounts of money have been debited from their accounts.	In meiner Wahlkreissprechstunde habe ich Geschichten von unschuldigen Urlaubern gehört, die unwissentlich Timeshare-Anbietern ihre Kreditkartendaten gegeben haben und nach ihrer Rückkehr aus dem Urlaub feststellen mussten, dass erhebliche Beträge von ihren Konten abgebucht worden waren. [MISSING]			Ich habe bei Sprechstunden in meinem Wahlkreis gehört, dass unschuldige Urlauber Schleppern der Timesharing-Branche völlig ahnungslos Kreditkartenangaben machten und nach der Rückkehr aus ihrem Urlaub feststellen mussten, dass erhebliche Summen von ihrem Konto abgebucht waren.	worst	17.942344984325054	60.21439893739956	68.57142857142857	0.8467234969139099	0.8309670090675354
_EN_DE_004321-07	Similarly, it is also vital that once contracts have been definitively signed, consumers are adequately protected against unreasonable increases in maintenance costs and, in cases where there has been malpractice, holidaymakers have easy recourse to legal redress.	Ebenso wichtig ist es, dass die Verbraucher nach der endgültigen Unterzeichnung eines Vertrags angemessen vor unangemessenen Erhöhungen der Unterhaltskosten geschützt sind und dass Urlauber in Fällen von Fehlverhalten leicht Rechtsmittel einlegen können. [MISSING]			Wichtig ist auch, dass die Verbraucher nach der endgültigen Unterzeichnung von Verträgen ausreichend vor einem unangemessenen Anstieg der Unterhaltskosten geschützt werden und die Urlauber in den Fällen, in denen ein Missbrauch vorliegt, ohne großen Aufwand Entschädigungsansprüche geltend machen können.	worst	22.404412997988494	53.58001033305421	56.41025641025641	0.8829206228256226	0.8604836463928223
_EN_DE_004321-08	A significant hurdle to such redress is the cost of complainants undertaking often lengthy legal procedures in a country where they are not completely at ease with the process.	Ein erhebliches Hindernis für solche Rechtsmittel sind die Kosten, die den Beschwerdeführern durch oft langwierige Gerichtsverfahren in einem Land entstehen, in dem sie mit den Verfahren nicht vollständig vertraut sind. [MISSING]			Eine große Hürde für die Erlangung von Schadenersatz sind die mit einer Klage verbundenen Kosten, die durch oft langwierige Gerichtsverfahren in einem anderen Land entstehen, mit dessen Verfahren die Geschädigten nicht vertraut sind.	worst	24.73927257602097	57.08280575460382	60.60606060606061	0.8581872582435608	0.8587319850921631
_EN_DE_004321-09	We must therefore look at new ways of simplifying this procedure, perhaps allowing complainants to use their own national judicial systems if necessary.	Wir müssen daher nach neuen Wegen suchen, um dieses Verfahren zu vereinfachen, indem wir den Beschwerdeführern gegebenenfalls die Möglichkeit geben, ihre eigenen nationalen Rechtssysteme in Anspruch zu nehmen. [MISSING]			Wir müssen daher nach neuen Wegen zu der Vereinfachung dieses Verfahrens suchen. Vielleicht wäre es eine Lösung, wenn die Verbraucher bei Beschwerden das Rechtssystem des eigenen Landes nutzen könnten, wenn dies nötig ist.	worst	15.107881770751575	48.68586048833277	72.72727272727273	0.8613273501396179	0.8729985952377319
_EN_DE_004321-10	These measures represent essential steps towards genuine consumer protection for European holidaymakers purchasing this type of holiday.	Diese Maßnahmen sind wesentliche Schritte hin zu einem echten Verbraucherschutz für europäische Urlauber, die diese Art von Urlaub buchen. [MISSING]			Diese Maßnahmen sind wichtige Schritte auf dem Weg zu einem wirksamen Schutz der europäischen Urlauber, die diese Art von Urlaubsleistungen erwerben.	worst	29.349514480225658	59.140824616680575	47.61904761904761	0.9168713688850404	0.8745207786560059
_EN_DE_004321-11	However, the current report is not a complete solution to all problems.	Der vorliegende Bericht ist jedoch keine vollständige Lösung für alle Probleme. [MISSING]			Der vorliegende Bericht bietet jedoch keine Lösung für alle bestehenden Probleme.	worst	26.65837681702885	68.99770351722509	27.27272727272727	0.9530335068702698	0.8666791319847107
_EN_DE_004321-12	I hope that Members will be able to support my amendment to extend the cooling-off period to 28 calendar days from its current 10.	Ich hoffe, dass die Abgeordneten meinen Änderungsantrag unterstützen werden, die Widerrufsfrist von derzeit 10 auf 28 Kalendertage zu verlängern. [MISSING]			Ich hoffe, dass die Mitglieder meinen Änderungsantrag zu der Verlängerung der Abkühlungszeit von derzeit 10 auf 28 Kalendertage unterstützen können.	worst	42.26108216696221	64.19644764440977	40.0	0.8120467066764832	0.8268584609031677
_EN_DE_004321-13	This would give a real opportunity for people to consider, in the cold light of day when they return from holiday, whether they wish to go ahead with their purchase.	Dies würde den Menschen eine echte Möglichkeit geben, nach ihrer Rückkehr aus dem Urlaub in aller Ruhe zu überlegen, ob sie ihren Kauf tätigen möchten. [MISSING]			Auf diese Weise hätten die Betroffenen die Möglichkeit, nach der Rückkehr aus ihrem Urlaub alle Fakten kühl und sachlich zu prüfen und zu entscheiden, ob sie den geplanten Kauf tatsächlich abschließen wollen.	worst	6.642184402888743	34.357273508723424	75.0	0.845337450504303	0.8082489967346191
_EN_DE_004321-14	I hope now that the Commission can come forward with appropriate proposals for legislation as quickly as possible so that our EU citizens can enjoy all forms of timeshare holidays in complete peace of mind.	Ich hoffe nun, dass die Kommission so schnell wie möglich geeignete Legislativvorschläge vorlegen kann, damit unsere EU-Bürger alle Formen von Timesharing-Urlauben in aller Ruhe genießen können. [MISSING]			Ich hoffe, dass die Kommission so schnell wie möglich geeignete Vorschläge für Rechtsvorschriften vorlegen kann, damit unsere EU-Bürger alle Formen des Timesharing-Urlaubs ganz beruhigt genießen können.	worst	57.19139519171822	74.72229108763887	38.46153846153847	0.8892286419868469	0.8654079437255859
